Timestamp,Hour_of_Day,North_Cars,South_Cars,East_Cars,West_Cars,Queue_Length,Avg_Speed,Delta_Queue,Delta_Speed,Ped_Waiting,Max_Direction_Cars,Direction_Imbalance,Blocked_Cars,Blocked_to_Served_Ratio,Is_Anomaly_Ground_Truth
2024-11-20 04:45:00,6,650,680,180,240,200,30.00,0.0,0.0,6,680,0.33,30,0.30,0
2024-11-20 04:50:00,6,650,680,180,240,200,30.00,0.0,0.0,6,680,0.33,30,0.30,0
2024-11-20 04:55:00,6,650,680,180,240,200,30.00,0.0,0.0,6,680,0.33,30,0.30,0
2024-11-20 05:00:00,7,800,830,225,300,260,25.00,60.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:05:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:10:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:15:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:20:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:25:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:30:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:35:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:40:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:45:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:50:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 05:55:00,7,800,830,225,300,260,25.00,0.0,0.0,8,830,0.33,39,0.39,0
2024-11-20 06:00:00,8,950,980,270,360,320,20.00,60.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:05:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:10:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:15:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:20:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:25:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:30:00,8,850,880,240,320,1000,1.00,680.0,0.0,33,880,0.33,150,1.50,1
2024-11-20 06:35:00,8,950,980,270,360,320,20.00,-680.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:40:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:45:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:50:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 06:55:00,8,950,980,270,360,320,20.00,0.0,0.0,10,980,0.33,48,0.48,0
2024-11-20 07:00:00,9,1100,1130,315,420,380,15.00,60.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:05:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:10:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:15:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:20:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:25:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:30:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:35:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:40:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:45:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:50:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 07:55:00,9,1100,1130,315,420,380,15.00,0.0,0.0,12,1130,0.33,57,0.57,0
2024-11-20 08:00:00,10,125,155,23,30,0,80.00,-380.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:05:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:10:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:15:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:20:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:25:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:30:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:35:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:40:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:45:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:50:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 08:55:00,10,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:00:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:05:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:10:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:15:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:20:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:25:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:30:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:35:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:40:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:45:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:50:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 09:55:00,11,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:00:00,12,100,130,15,20,0,120.00,0.0,0.0,0,130,0.33,0,0.00,1
2024-11-20 10:05:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:10:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:15:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:20:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:25:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:30:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:35:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:40:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:45:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:50:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 10:55:00,12,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:00:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:05:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:10:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:15:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:20:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:25:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:30:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:35:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:40:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:45:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:50:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 11:55:00,13,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:00:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:05:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:10:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:15:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:20:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:25:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:30:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:35:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:40:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:45:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:50:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 12:55:00,14,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:00:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:05:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:10:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:15:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:20:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:25:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:30:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:35:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:40:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:45:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:50:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 13:55:00,15,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 14:00:00,16,950,980,270,360,300,25.00,300.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:05:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:10:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:15:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:20:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:25:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:30:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:35:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:40:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:45:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:50:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 14:55:00,16,950,980,270,360,300,25.00,0.0,0.0,10,980,0.33,45,0.45,0
2024-11-20 15:00:00,17,1175,1205,338,450,400,19.00,100.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:05:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:10:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:15:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:20:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:25:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:30:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:35:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:40:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:45:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,1
2024-11-20 15:50:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 15:55:00,17,1175,1205,338,450,400,19.00,0.0,0.0,13,1205,0.33,60,0.60,0
2024-11-20 16:00:00,18,1400,1430,405,540,500,13.00,100.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:05:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:10:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:15:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:20:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:25:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:30:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:35:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:40:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:45:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:50:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 16:55:00,18,1400,1430,405,540,500,13.00,0.0,0.0,16,1430,0.33,75,0.75,0
2024-11-20 17:00:00,19,1625,1655,473,630,600,7.00,100.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:05:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:10:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:15:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:20:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:25:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:30:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:35:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:40:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:45:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:50:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 17:55:00,19,1625,1655,473,630,600,7.00,0.0,0.0,20,1655,0.33,90,0.90,0
2024-11-20 18:00:00,20,125,155,23,30,0,80.00,-600.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:05:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:10:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:15:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:20:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:25:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:30:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:35:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:40:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:45:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:50:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 18:55:00,20,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 19:00:00,21,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 19:05:00,21,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
2024-11-20 19:10:00,21,125,155,23,30,0,80.00,0.0,0.0,0,155,0.33,0,0.00,0
